Attrition,Employee Attrition Status,Business Travel,Department,Education Field,emp no,Gender,Job Role,Marital Status,Over Time,Training Times Last Year,Age,Age Group,Daily Rate,Distance From Home,Education,Environment Satisfaction,Hourly Rate,Job Involvement,Job Level,Job Satisfaction,Monthly Income,Monthly Rate,Num Companies Worked,Percent Salary Hike,Performance Rating,Relationship Satisfaction,Stock Option Level,Total Working Years,Work Life Balance,Years At Company,Years In Current Role,Years Since Last Promotion,Years With Curr Manager
Yes,1,Travel_Rarely,R&D,Medical,STAFF-1742,Male,Laboratory Technician,Divorced,Yes,2,26,26-35,"$1,449.00 ",16,Master's Degree,1,45,3,1,2,"$2,373.00 ","$14,180.00 ",2,13,3,4,1,5,3,3,2,0,2
No,0,Travel_Rarely,R&D,Life Sciences,STAFF-1743,Female,Research Scientist,Single,No,3,28,26-35,"$1,117.00 ",8,Associates Degree,4,66,3,1,4,"$3,310.00 ","$4,488.00 ",1,21,4,4,0,5,3,5,3,0,2
No,0,Travel_Frequently,R&D,Life Sciences,STAFF-1744,Female,Research Director,Single,Yes,4,49,46-55,$636.00 ,10,Master's Degree,3,35,3,5,1,"$18,665.00 ","$25,594.00 ",9,11,3,4,0,22,3,3,2,1,2
No,0,Travel_Rarely,R&D,Technical Degree,STAFF-1745,Male,Research Scientist,Single,No,2,36,36-45,$506.00 ,3,Bachelor's Degree,3,30,3,2,2,"$4,485.00 ","$26,285.00 ",4,12,3,4,0,10,3,8,0,7,7
No,0,Travel_Frequently,Sales,Marketing,STAFF-1746,Female,Sales Representative,Divorced,No,5,31,26-35,$444.00 ,5,Bachelor's Degree,4,84,3,1,2,"$2,789.00 ","$3,909.00 ",1,11,3,3,1,2,2,2,2,2,2
Yes,1,Travel_Rarely,Sales,Marketing,STAFF-1747,Male,Sales Executive,Single,Yes,0,26,26-35,$950.00 ,4,Master's Degree,4,48,2,2,4,"$5,828.00 ","$8,450.00 ",1,12,3,2,0,8,3,8,7,7,4
No,0,Travel_Frequently,R&D,Medical,STAFF-1748,Male,Research Scientist,Married,Yes,3,37,36-45,$889.00 ,9,Bachelor's Degree,2,53,3,1,4,"$2,326.00 ","$11,411.00 ",1,12,3,3,3,4,2,4,2,1,2
No,0,Travel_Frequently,Sales,Marketing,STAFF-1749,Female,Sales Executive,Married,No,2,42,36-45,$555.00 ,26,Bachelor's Degree,3,77,3,4,2,"$13,525.00 ","$14,864.00 ",5,14,3,4,1,23,4,20,4,4,8
Yes,1,Travel_Rarely,R&D,Life Sciences,STAFF-1750,Male,Laboratory Technician,Single,No,2,18,18-25,$230.00 ,3,Bachelor's Degree,3,54,3,1,3,"$1,420.00 ","$25,233.00 ",1,13,3,3,0,0,3,0,0,0,0
No,0,Travel_Rarely,Sales,Marketing,STAFF-1751,Male,Sales Executive,Married,No,3,35,26-35,"$1,232.00 ",16,Bachelor's Degree,3,96,3,3,2,"$8,020.00 ","$5,100.00 ",0,15,3,3,2,12,2,11,9,6,9
No,0,Travel_Frequently,R&D,Life Sciences,STAFF-1752,Male,Laboratory Technician,Married,No,2,36,36-45,$566.00 ,18,Master's Degree,3,81,4,1,4,"$3,688.00 ","$7,122.00 ",4,18,3,4,2,4,3,1,0,0,0
No,0,Travel_Rarely,R&D,Medical,STAFF-1753,Male,Manufacturing Director,Divorced,No,3,51,46-55,"$1,302.00 ",2,Bachelor's Degree,4,84,1,2,2,"$5,482.00 ","$16,321.00 ",5,18,3,4,1,13,3,4,1,1,2
No,0,Travel_Rarely,Sales,Life Sciences,STAFF-1754,Male,Manager,Single,No,2,41,36-45,$334.00 ,2,Master's Degree,4,88,3,4,2,"$16,015.00 ","$15,896.00 ",1,19,3,2,0,22,3,22,10,0,4
No,0,Travel_Rarely,Sales,Medical,STAFF-1755,Female,Sales Representative,Single,No,2,18,18-25,$812.00 ,10,Bachelor's Degree,4,69,2,1,3,"$1,200.00 ","$9,724.00 ",1,12,3,1,0,0,3,0,0,0,0
No,0,Travel_Rarely,R&D,Medical,STAFF-1756,Male,Healthcare Representative,Single,No,2,28,26-35,"$1,476.00 ",16,Associates Degree,2,68,4,2,1,"$5,661.00 ","$4,824.00 ",0,19,3,3,0,9,3,8,3,0,7
No,0,Travel_Rarely,Sales,Technical Degree,STAFF-1757,Male,Sales Executive,Married,No,3,31,26-35,$218.00 ,7,Bachelor's Degree,2,100,4,2,4,"$6,929.00 ","$12,241.00 ",4,11,3,2,1,10,2,8,7,7,7
No,0,Travel_Rarely,R&D,Medical,STAFF-1758,Male,Healthcare Representative,Divorced,No,5,39,36-45,"$1,132.00 ",1,Bachelor's Degree,3,48,4,3,4,"$9,613.00 ","$10,942.00 ",0,17,3,1,3,19,2,18,10,3,7
No,0,Non-Travel,R&D,Life Sciences,STAFF-1759,Female,Laboratory Technician,Married,No,3,36,36-45,"$1,105.00 ",24,Master's Degree,2,47,3,2,2,"$5,674.00 ","$6,927.00 ",7,15,3,3,1,11,3,9,8,0,8
No,0,Travel_Rarely,Sales,Life Sciences,STAFF-1760,Male,Sales Executive,Married,No,3,32,26-35,$906.00 ,7,Bachelor's Degree,4,91,2,2,3,"$5,484.00 ","$16,985.00 ",1,14,3,3,1,13,2,13,8,4,8
No,0,Travel_Rarely,R&D,Life Sciences,STAFF-1761,Female,Research Director,Married,No,2,38,36-45,$849.00 ,25,Associates Degree,1,81,2,3,2,"$12,061.00 ","$26,707.00 ",3,17,3,3,1,19,3,10,8,0,1
No,0,Non-Travel,R&D,Life Sciences,STAFF-1762,Male,Healthcare Representative,Divorced,Yes,2,58,56-65,$390.00 ,1,Master's Degree,4,32,1,2,3,"$5,660.00 ","$17,056.00 ",2,13,3,4,1,12,3,5,3,1,2
No,0,Travel_Rarely,R&D,Technical Degree,STAFF-1763,Male,Research Scientist,Married,Yes,4,31,26-35,$691.00 ,5,Master's Degree,3,86,3,1,4,"$4,821.00 ","$10,077.00 ",0,12,3,3,1,6,3,5,2,0,3
No,0,Travel_Rarely,HR,Human Resources,STAFF-1764,Male,Human Resources,Married,No,1,31,26-35,$106.00 ,2,Bachelor's Degree,1,62,2,2,1,"$6,410.00 ","$17,822.00 ",3,12,3,4,0,9,3,2,2,1,0
No,0,Travel_Frequently,R&D,Life Sciences,STAFF-1765,Male,Laboratory Technician,Divorced,No,2,45,36-45,"$1,249.00 ",7,Bachelor's Degree,1,97,3,3,1,"$5,210.00 ","$20,308.00 ",1,18,3,1,1,24,3,24,9,9,11
No,0,Travel_Rarely,R&D,Life Sciences,STAFF-1766,Male,Research Scientist,Divorced,Yes,2,31,26-35,$192.00 ,2,Master's Degree,3,32,3,1,4,"$2,695.00 ","$7,747.00 ",0,18,3,2,1,3,1,2,2,2,2
No,0,Travel_Frequently,R&D,Life Sciences,STAFF-1767,Female,Manager,Married,No,2,33,26-35,$553.00 ,5,Master's Degree,4,74,3,3,2,"$11,878.00 ","$23,364.00 ",6,11,3,2,2,12,3,10,6,8,8
No,0,Travel_Rarely,R&D,Medical,STAFF-1768,Male,Manager,Married,Yes,3,39,36-45,$117.00 ,10,High School,3,99,3,4,1,"$17,068.00 ","$5,355.00 ",1,14,3,4,0,21,3,21,9,11,10
No,0,Travel_Frequently,R&D,Life Sciences,STAFF-1769,Female,Laboratory Technician,Single,No,5,43,36-45,$185.00 ,10,Master's Degree,3,33,3,1,4,"$2,455.00 ","$10,675.00 ",0,19,3,1,0,9,3,8,7,1,7
No,0,Travel_Rarely,R&D,Technical Degree,STAFF-1770,Female,Healthcare Representative,Single,Yes,2,49,46-55,"$1,091.00 ",1,Associates Degree,3,90,2,4,3,"$13,964.00 ","$17,810.00 ",7,12,3,4,0,25,3,7,1,0,7
Yes,1,Travel_Rarely,R&D,Medical,STAFF-1771,Male,Research Scientist,Married,No,3,52,46-55,$723.00 ,8,Master's Degree,3,85,2,2,2,"$4,941.00 ","$17,747.00 ",2,15,3,1,0,11,2,8,2,7,7
No,0,Travel_Rarely,R&D,Life Sciences,STAFF-1772,Female,Research Scientist,Single,Yes,2,27,26-35,"$1,220.00 ",5,Bachelor's Degree,3,85,3,1,2,"$2,478.00 ","$20,938.00 ",1,12,3,2,0,4,2,4,3,1,2
No,0,Travel_Rarely,Sales,Technical Degree,STAFF-1773,Female,Sales Executive,Married,Yes,2,32,26-35,$588.00 ,8,Associates Degree,3,65,2,2,2,"$5,228.00 ","$24,624.00 ",1,11,3,4,0,13,3,13,12,11,9
No,0,Travel_Rarely,Sales,Life Sciences,STAFF-1774,Male,Sales Executive,Single,Yes,3,27,26-35,"$1,377.00 ",2,Bachelor's Degree,4,74,3,2,3,"$4,478.00 ","$5,242.00 ",1,11,3,1,0,5,3,5,4,0,4
No,0,Travel_Rarely,Sales,Marketing,STAFF-1775,Male,Sales Executive,Divorced,No,3,31,26-35,$691.00 ,7,Bachelor's Degree,4,73,3,2,4,"$7,547.00 ","$7,143.00 ",4,12,3,4,3,13,3,7,7,1,7
No,0,Travel_Rarely,R&D,Medical,STAFF-1776,Female,Research Scientist,Single,No,0,32,26-35,"$1,018.00 ",2,Master's Degree,1,74,4,2,4,"$5,055.00 ","$10,557.00 ",7,16,3,3,0,10,2,7,7,0,7
Yes,1,Travel_Rarely,R&D,Medical,STAFF-1777,Male,Research Scientist,Married,Yes,4,28,26-35,"$1,157.00 ",2,Master's Degree,1,84,1,1,4,"$3,464.00 ","$24,737.00 ",5,13,3,4,0,5,2,3,2,2,2
No,0,Travel_Rarely,R&D,Medical,STAFF-1778,Female,Research Scientist,Married,No,2,30,26-35,"$1,275.00 ",28,Associates Degree,4,64,3,2,4,"$5,775.00 ","$11,934.00 ",1,13,3,4,2,11,3,10,8,1,9
No,0,Travel_Frequently,R&D,Life Sciences,STAFF-1779,Female,Manufacturing Director,Married,No,2,31,26-35,$798.00 ,7,Associates Degree,3,48,2,3,3,"$8,943.00 ","$14,034.00 ",1,24,4,1,1,10,3,10,9,8,9
No,0,Travel_Frequently,R&D,Medical,STAFF-1780,Male,Manager,Married,No,2,39,36-45,$672.00 ,7,Associates Degree,3,54,2,5,4,"$19,272.00 ","$21,141.00 ",1,15,3,1,1,21,3,21,9,13,3
Yes,1,Travel_Rarely,Sales,Medical,STAFF-1781,Female,Sales Executive,Married,Yes,3,39,36-45,"$1,162.00 ",3,Associates Degree,4,41,3,2,3,"$5,238.00 ","$17,778.00 ",4,18,3,1,0,12,2,1,0,0,0
No,0,Travel_Frequently,Sales,Marketing,STAFF-1782,Male,Sales Executive,Single,No,6,33,26-35,$508.00 ,10,Bachelor's Degree,2,46,2,2,4,"$4,682.00 ","$4,317.00 ",3,14,3,3,0,9,2,7,7,0,1
No,0,Travel_Rarely,R&D,Life Sciences,STAFF-1783,Male,Research Director,Married,No,2,47,46-55,"$1,482.00 ",5,Doctoral Degree,4,42,3,5,3,"$18,300.00 ","$16,375.00 ",4,11,3,2,1,21,3,3,2,1,1
No,0,Travel_Frequently,R&D,Life Sciences,STAFF-1784,Female,Laboratory Technician,Divorced,No,3,43,36-45,$559.00 ,10,Master's Degree,3,82,2,2,3,"$5,257.00 ","$6,227.00 ",1,11,3,2,1,9,4,9,7,0,0
No,0,Non-Travel,Sales,Marketing,STAFF-1785,Male,Sales Executive,Married,Yes,0,27,26-35,$210.00 ,1,High School,3,73,3,2,2,"$6,349.00 ","$22,107.00 ",0,13,3,4,1,6,3,5,4,1,4
No,0,Travel_Frequently,R&D,Life Sciences,STAFF-1786,Female,Research Scientist,Single,No,4,54,46-55,$928.00 ,20,Master's Degree,4,31,3,2,3,"$4,869.00 ","$16,885.00 ",3,12,3,4,0,20,2,4,3,0,3
No,0,Travel_Rarely,R&D,Life Sciences,STAFF-1787,Female,Healthcare Representative,Married,No,1,43,36-45,"$1,001.00 ",7,Bachelor's Degree,3,43,3,3,1,"$9,985.00 ","$9,262.00 ",8,16,3,1,1,10,2,1,0,0,0
No,0,Travel_Rarely,R&D,Other,STAFF-1788,Male,Research Scientist,Married,No,3,45,36-45,$549.00 ,8,Master's Degree,4,75,3,2,4,"$3,697.00 ","$9,278.00 ",9,14,3,1,2,12,3,10,9,9,8
No,0,Travel_Rarely,Sales,Medical,STAFF-1789,Male,Sales Executive,Married,Yes,2,40,36-45,"$1,124.00 ",1,Associates Degree,2,57,1,2,4,"$7,457.00 ","$13,273.00 ",2,22,4,3,3,6,2,4,3,0,2
Yes,1,Travel_Rarely,R&D,Other,STAFF-1790,Male,Laboratory Technician,Married,Yes,4,29,26-35,$318.00 ,8,Master's Degree,2,77,1,1,1,"$2,119.00 ","$4,759.00 ",1,11,3,4,0,7,2,7,7,0,7
No,0,Travel_Rarely,R&D,Other,STAFF-1791,Male,Laboratory Technician,Single,No,2,29,26-35,$738.00 ,9,Doctoral Degree,2,30,2,1,4,"$3,983.00 ","$7,621.00 ",0,17,3,3,0,4,3,3,2,2,2
No,0,Travel_Rarely,Sales,Marketing,STAFF-1792,Female,Sales Executive,Divorced,No,2,30,26-35,$570.00 ,5,Bachelor's Degree,4,30,2,2,3,"$6,118.00 ","$5,431.00 ",1,13,3,3,3,10,3,10,9,1,2
No,0,Travel_Rarely,Sales,Marketing,STAFF-1793,Female,Sales Executive,Married,No,3,27,26-35,"$1,130.00 ",8,Master's Degree,2,56,3,2,2,"$6,214.00 ","$3,415.00 ",1,18,3,1,1,8,3,8,7,0,7
No,0,Travel_Rarely,R&D,Medical,STAFF-1794,Male,Manufacturing Director,Divorced,No,2,37,36-45,"$1,192.00 ",5,Associates Degree,4,61,3,2,4,"$6,347.00 ","$23,177.00 ",7,16,3,3,2,8,2,6,2,0,4
No,0,Travel_Rarely,R&D,Life Sciences,STAFF-1795,Male,Research Director,Divorced,Yes,3,38,36-45,$343.00 ,15,Associates Degree,3,92,2,3,4,"$11,510.00 ","$15,682.00 ",0,14,3,2,1,12,3,11,10,2,9
No,0,Travel_Rarely,R&D,Medical,STAFF-1796,Female,Manufacturing Director,Single,Yes,2,31,26-35,"$1,232.00 ",7,Master's Degree,3,39,3,3,4,"$7,143.00 ","$25,713.00 ",1,14,3,3,0,11,2,11,9,4,10
No,0,Travel_Rarely,Sales,Marketing,STAFF-1797,Female,Sales Executive,Divorced,Yes,2,29,26-35,$144.00 ,10,High School,4,39,2,2,2,"$8,268.00 ","$11,866.00 ",1,14,3,1,2,7,3,7,7,1,7
No,0,Travel_Rarely,R&D,Technical Degree,STAFF-1798,Male,Manufacturing Director,Single,No,5,35,26-35,"$1,296.00 ",5,Master's Degree,3,62,3,3,2,"$8,095.00 ","$18,264.00 ",0,13,3,4,0,17,3,16,6,0,13
No,0,Travel_Rarely,R&D,Life Sciences,STAFF-1799,Male,Research Scientist,Divorced,No,2,23,18-25,"$1,309.00 ",26,High School,3,83,3,1,4,"$2,904.00 ","$16,092.00 ",1,12,3,3,2,4,2,4,2,0,2
No,0,Travel_Rarely,R&D,Medical,STAFF-1800,Male,Manufacturing Director,Single,Yes,3,41,36-45,$483.00 ,6,Bachelor's Degree,4,95,2,2,2,"$6,032.00 ","$10,110.00 ",6,15,3,4,0,8,3,5,4,1,2
No,0,Travel_Frequently,Sales,Medical,STAFF-1801,Male,Sales Representative,Single,No,3,47,46-55,"$1,309.00 ",4,High School,2,99,3,2,3,"$2,976.00 ","$25,751.00 ",3,19,3,1,0,5,3,0,0,0,0
No,0,Travel_Rarely,R&D,Life Sciences,STAFF-1802,Female,Research Director,Single,No,2,42,36-45,$810.00 ,23,Doctoral Degree,1,44,3,4,4,"$15,992.00 ","$15,901.00 ",2,14,3,2,0,16,3,1,0,0,0
No,0,Non-Travel,Sales,Life Sciences,STAFF-1803,Male,Sales Executive,Married,No,3,29,26-35,$746.00 ,2,Bachelor's Degree,4,61,3,2,3,"$4,649.00 ","$16,928.00 ",1,14,3,1,1,4,2,4,3,0,2
No,0,Travel_Rarely,HR,Technical Degree,STAFF-1804,Male,Human Resources,Divorced,Yes,5,42,36-45,$544.00 ,2,High School,3,52,3,1,3,"$2,696.00 ","$24,017.00 ",0,11,3,3,1,4,3,3,2,1,0
No,0,Travel_Rarely,R&D,Medical,STAFF-1805,Female,Laboratory Technician,Married,No,4,32,26-35,"$1,062.00 ",2,Bachelor's Degree,3,75,3,1,2,"$2,370.00 ","$3,956.00 ",1,13,3,3,1,8,3,8,0,0,7
No,0,Travel_Rarely,Sales,Medical,STAFF-1806,Female,Manager,Married,No,3,48,46-55,$530.00 ,29,High School,1,91,3,3,3,"$12,504.00 ","$23,978.00 ",3,21,4,2,1,15,1,0,0,0,0
No,0,Travel_Rarely,R&D,Medical,STAFF-1807,Male,Research Scientist,Divorced,Yes,2,37,36-45,"$1,319.00 ",6,Bachelor's Degree,3,51,4,2,1,"$5,974.00 ","$17,001.00 ",4,13,3,1,2,13,3,7,7,6,7
No,0,Non-Travel,Sales,Technical Degree,STAFF-1808,Female,Sales Executive,Married,Yes,2,30,26-35,$641.00 ,25,Associates Degree,4,85,3,2,3,"$4,736.00 ","$6,069.00 ",7,12,3,2,1,4,4,2,2,2,2
No,0,Travel_Rarely,Sales,Life Sciences,STAFF-1809,Male,Sales Executive,Married,No,3,26,26-35,$933.00 ,1,Bachelor's Degree,3,57,3,2,3,"$5,296.00 ","$20,156.00 ",1,17,3,2,1,8,3,8,7,7,7
No,0,Travel_Rarely,R&D,Other,STAFF-1810,Male,Healthcare Representative,Single,No,6,42,36-45,"$1,332.00 ",2,Master's Degree,1,98,2,2,4,"$6,781.00 ","$17,078.00 ",3,23,4,2,0,14,3,1,0,0,0
Yes,1,Travel_Frequently,Sales,Technical Degree,STAFF-1811,Female,Sales Representative,Single,Yes,3,21,18-25,$756.00 ,1,High School,1,99,2,1,2,"$2,174.00 ","$9,150.00 ",1,11,3,3,0,3,3,3,2,1,2
No,0,Non-Travel,Sales,Medical,STAFF-1812,Female,Sales Executive,Single,No,6,36,36-45,$845.00 ,1,Doctoral Degree,4,45,3,2,4,"$6,653.00 ","$15,276.00 ",4,15,3,2,0,7,3,1,0,0,0
No,0,Travel_Frequently,Sales,Medical,STAFF-1813,Male,Sales Executive,Married,No,2,36,36-45,$541.00 ,3,Master's Degree,1,48,2,3,4,"$9,699.00 ","$7,246.00 ",4,11,3,1,1,16,3,13,9,1,12
No,0,Travel_Rarely,R&D,Medical,STAFF-1814,Male,Healthcare Representative,Married,No,2,57,56-65,$593.00 ,1,Master's Degree,4,88,3,2,3,"$6,755.00 ","$2,967.00 ",2,11,3,3,0,15,3,3,2,1,2
No,0,Travel_Rarely,R&D,Life Sciences,STAFF-1815,Female,Laboratory Technician,Married,Yes,3,40,36-45,"$1,171.00 ",10,Master's Degree,4,46,4,1,3,"$2,213.00 ","$22,495.00 ",3,13,3,3,1,10,3,7,7,1,7
No,0,Non-Travel,Sales,Medical,STAFF-1816,Male,Sales Representative,Single,No,3,21,18-25,$895.00 ,9,Associates Degree,1,39,3,1,4,"$2,610.00 ","$2,851.00 ",1,24,4,3,0,3,2,3,2,2,2
Yes,1,Travel_Rarely,Sales,Marketing,STAFF-1817,Female,Sales Representative,Single,Yes,2,33,26-35,$350.00 ,5,Bachelor's Degree,4,34,3,1,3,"$2,851.00 ","$9,150.00 ",1,13,3,2,0,1,3,1,0,0,0
No,0,Travel_Rarely,R&D,Medical,STAFF-1818,Female,Laboratory Technician,Married,No,3,37,36-45,$921.00 ,10,Bachelor's Degree,3,98,3,1,1,"$3,452.00 ","$17,663.00 ",6,20,4,2,1,17,3,5,4,0,3
No,0,Non-Travel,R&D,Medical,STAFF-1819,Female,Manufacturing Director,Married,No,2,46,46-55,"$1,144.00 ",7,Master's Degree,3,30,3,2,3,"$5,258.00 ","$16,044.00 ",2,14,3,3,0,7,4,1,0,0,0
Yes,1,Travel_Frequently,Sales,Marketing,STAFF-1820,Male,Sales Executive,Single,No,5,41,36-45,$143.00 ,4,Bachelor's Degree,1,56,3,2,2,"$9,355.00 ","$9,558.00 ",1,18,3,3,0,8,3,8,7,7,7
No,0,Travel_Rarely,R&D,Technical Degree,STAFF-1821,Male,Healthcare Representative,Single,No,2,50,46-55,"$1,046.00 ",10,Bachelor's Degree,4,100,2,3,4,"$10,496.00 ","$2,755.00 ",6,15,3,4,0,20,3,4,3,1,3
Yes,1,Travel_Rarely,Sales,Marketing,STAFF-1822,Male,Sales Executive,Married,Yes,6,40,36-45,$575.00 ,22,Associates Degree,3,68,2,2,3,"$6,380.00 ","$6,110.00 ",2,12,3,1,2,8,3,6,4,1,0
No,0,Travel_Rarely,R&D,Life Sciences,STAFF-1823,Male,Research Scientist,Single,Yes,5,31,26-35,$408.00 ,9,Master's Degree,3,42,2,1,2,"$2,657.00 ","$7,551.00 ",0,16,3,4,0,3,3,2,2,2,2
Yes,1,Travel_Rarely,Sales,Life Sciences,STAFF-1824,Female,Sales Representative,Single,No,0,21,18-25,$156.00 ,12,Bachelor's Degree,3,90,4,1,2,"$2,716.00 ","$25,422.00 ",1,15,3,4,0,1,3,1,0,0,0
No,0,Travel_Rarely,R&D,Life Sciences,STAFF-1825,Male,Research Scientist,Single,No,4,29,26-35,"$1,283.00 ",23,Bachelor's Degree,4,54,3,1,4,"$2,201.00 ","$18,168.00 ",9,16,3,4,0,6,3,3,2,1,2
No,0,Travel_Rarely,R&D,Life Sciences,STAFF-1826,Male,Healthcare Representative,Single,No,5,35,26-35,$755.00 ,9,Master's Degree,3,97,2,2,2,"$6,540.00 ","$19,394.00 ",9,19,3,3,0,10,3,1,1,0,0
No,0,Travel_Rarely,R&D,Medical,STAFF-1827,Male,Laboratory Technician,Divorced,No,2,27,26-35,"$1,469.00 ",1,Associates Degree,4,82,3,1,2,"$3,816.00 ","$17,881.00 ",1,11,3,2,1,5,3,5,2,0,4
No,0,Travel_Rarely,Sales,Life Sciences,STAFF-1828,Male,Sales Executive,Single,No,1,28,26-35,$304.00 ,9,Master's Degree,2,92,3,2,4,"$5,253.00 ","$20,750.00 ",1,16,3,4,0,7,3,7,5,0,7
No,0,Travel_Rarely,R&D,Other,STAFF-1829,Male,Healthcare Representative,Single,No,2,49,46-55,"$1,261.00 ",7,Bachelor's Degree,2,31,2,3,3,"$10,965.00 ","$12,066.00 ",8,24,4,3,0,26,3,5,2,0,0
No,0,Travel_Rarely,Sales,Life Sciences,STAFF-1830,Female,Sales Executive,Married,No,2,51,46-55,"$1,178.00 ",14,Associates Degree,3,87,3,2,4,"$4,936.00 ","$14,862.00 ",4,11,3,3,1,18,2,7,7,0,7
No,0,Travel_Rarely,R&D,Life Sciences,STAFF-1831,Female,Research Scientist,Married,No,3,36,36-45,$329.00 ,2,Bachelor's Degree,4,96,3,1,3,"$2,543.00 ","$11,868.00 ",4,13,3,2,1,6,3,2,2,2,2
Yes,1,Non-Travel,Sales,Marketing,STAFF-1832,Male,Sales Executive,Single,Yes,3,34,26-35,"$1,362.00 ",19,Bachelor's Degree,1,67,4,2,4,"$5,304.00 ","$4,652.00 ",8,13,3,2,0,9,2,5,2,0,4
No,0,Travel_Rarely,R&D,Life Sciences,STAFF-1833,Female,Manager,Single,Yes,2,55,46-55,"$1,311.00 ",2,Bachelor's Degree,3,97,3,4,4,"$16,659.00 ","$23,258.00 ",2,13,3,3,0,30,3,5,4,1,2
No,0,Travel_Rarely,Sales,Marketing,STAFF-1834,Female,Sales Executive,Divorced,Yes,2,24,18-25,"$1,371.00 ",10,Master's Degree,4,77,3,2,3,"$4,260.00 ","$5,915.00 ",1,12,3,4,1,5,4,5,2,0,3
No,0,Travel_Rarely,Sales,Technical Degree,STAFF-1835,Male,Sales Representative,Married,No,3,30,26-35,$202.00 ,2,High School,3,72,3,1,2,"$2,476.00 ","$17,434.00 ",1,18,3,1,1,1,3,1,0,0,0
Yes,1,Travel_Frequently,R&D,Technical Degree,STAFF-1836,Male,Research Scientist,Single,No,2,26,26-35,$575.00 ,3,High School,3,73,3,1,1,"$3,102.00 ","$6,582.00 ",0,22,4,3,0,7,3,6,4,0,4
No,0,Travel_Rarely,R&D,Medical,STAFF-1837,Female,Research Scientist,Married,No,1,22,18-25,$253.00 ,11,Bachelor's Degree,1,43,3,1,2,"$2,244.00 ","$24,440.00 ",1,13,3,4,1,2,3,2,1,1,2
No,0,Travel_Rarely,Sales,Medical,STAFF-1838,Male,Sales Executive,Married,No,2,36,36-45,$164.00 ,2,Associates Degree,2,61,2,3,3,"$7,596.00 ","$3,809.00 ",1,13,3,2,2,10,3,10,9,9,0
Yes,1,Travel_Frequently,R&D,Technical Degree,STAFF-1839,Male,Research Scientist,Single,Yes,4,30,26-35,$464.00 ,4,Bachelor's Degree,3,40,3,1,4,"$2,285.00 ","$3,427.00 ",9,23,4,3,0,3,3,1,0,0,0
No,0,Travel_Rarely,R&D,Life Sciences,STAFF-1840,Female,Laboratory Technician,Divorced,No,2,37,36-45,"$1,107.00 ",14,Bachelor's Degree,4,95,3,1,1,"$3,034.00 ","$26,914.00 ",1,12,3,3,1,18,2,18,7,12,17
No,0,Travel_Rarely,Sales,Marketing,STAFF-1841,Female,Sales Executive,Divorced,No,5,40,36-45,$759.00 ,2,Associates Degree,4,46,3,2,2,"$5,715.00 ","$22,553.00 ",7,12,3,3,2,8,3,5,4,1,3
No,0,Travel_Rarely,R&D,Life Sciences,STAFF-1842,Female,Laboratory Technician,Divorced,No,5,42,36-45,$201.00 ,1,Master's Degree,2,95,3,1,1,"$2,576.00 ","$20,490.00 ",3,16,3,2,1,8,3,5,2,1,2
No,0,Travel_Rarely,R&D,Life Sciences,STAFF-1843,Male,Manufacturing Director,Single,Yes,2,37,36-45,"$1,305.00 ",10,Master's Degree,3,49,3,2,2,"$4,197.00 ","$21,123.00 ",2,12,3,4,0,18,2,1,0,0,1
No,0,Travel_Rarely,R&D,Life Sciences,STAFF-1844,Male,Research Director,Divorced,No,3,43,36-45,$982.00 ,12,Bachelor's Degree,1,59,2,4,2,"$14,336.00 ","$4,345.00 ",1,11,3,3,1,25,3,25,10,3,9
No,0,Travel_Rarely,R&D,Medical,STAFF-1845,Female,Laboratory Technician,Married,No,3,40,36-45,$555.00 ,2,Bachelor's Degree,2,78,2,2,3,"$3,448.00 ","$13,436.00 ",6,22,4,2,1,20,3,1,0,0,0
No,0,Travel_Rarely,R&D,Medical,STAFF-1846,Male,Research Director,Married,No,4,54,46-55,$821.00 ,5,Associates Degree,1,86,3,5,1,"$19,406.00 ","$8,509.00 ",4,11,3,3,1,24,2,4,2,1,2
No,0,Non-Travel,Sales,Marketing,STAFF-1847,Female,Sales Executive,Married,No,3,34,26-35,"$1,381.00 ",4,Master's Degree,3,72,3,2,3,"$6,538.00 ","$12,740.00 ",9,15,3,1,1,6,3,3,2,1,2
No,0,Travel_Rarely,R&D,Medical,STAFF-1848,Female,Manufacturing Director,Married,No,5,31,26-35,$480.00 ,7,Associates Degree,2,31,3,2,1,"$4,306.00 ","$4,156.00 ",1,12,3,2,1,13,1,13,10,3,12
No,0,Travel_Frequently,R&D,Medical,STAFF-1849,Male,Laboratory Technician,Married,No,1,43,36-45,$313.00 ,21,Bachelor's Degree,4,61,3,1,4,"$2,258.00 ","$15,238.00 ",7,20,4,1,1,8,3,3,2,1,2
No,0,Travel_Rarely,R&D,Other,STAFF-1850,Female,Healthcare Representative,Divorced,Yes,3,43,36-45,"$1,473.00 ",8,Master's Degree,3,74,3,2,3,"$4,522.00 ","$2,227.00 ",4,14,3,4,0,8,3,5,2,0,2
No,0,Travel_Rarely,Sales,Life Sciences,STAFF-1851,Female,Sales Executive,Single,Yes,3,25,18-25,$891.00 ,4,Associates Degree,2,99,2,2,4,"$4,487.00 ","$12,090.00 ",1,11,3,2,0,5,3,5,4,1,3
No,0,Non-Travel,R&D,Medical,STAFF-1852,Female,Research Scientist,Married,Yes,2,37,36-45,"$1,063.00 ",25,Doctoral Degree,2,72,3,2,3,"$4,449.00 ","$23,866.00 ",3,15,3,1,2,15,3,13,11,10,7
